,input_id,output_id,input_text,output_text,chapter,tag1,tag2,-2,-1,0,1,2
51,9,658,باید قدردان دارایی‌های خودمان باشیم,دل بر ما شدست دلبر ما گل ما بی حدست و شکر ما ما همیشه میان گلشکریم زان دل ما قویست در بر ما زهره دارد حوادث طبعی که بگردد بگرد لشکر ما ما به پر می پریم سوی فلک زانک عرشیست اصل جوهر ما ساکنان فلک بخور کنند از صفات خوش معنبر ما همه نسرین و ارغوان و گلست بر زمین شاهراه کشور ما نه بخندد نه بشکفد عالم بی نسیم دم منور ما ذره های هوا پذیرد روح از دم عشق روح پرور ما گوش ها گشته اند محرم غیب از زبان و دل سخنور ما شمس تبریز ابرسوز شدست سایه اش کم مباد از سر ما,249,1,0,0,0,1,1,0
52,10,2497,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,نه آتش های ما را ترجمانی نه اسرار دل ما را زبانی نه محرم درد ما را هیچ آهی نه همدم آه ما را هیچ جانی نه آن گوهر که از دریا برآمد نه آن دریا که آرامد زمانی نه آن معنی که زاید هیچ حرفی نه آن حرفی که آید در بیانی معانی را زبان چون ناودان است کجا دریا رود در ناودانی جهان جان که هر جزوش جهان است نگنجد در دهان هرگز جهانی,2721,0,0,0,0,2,0,0
53,10,1609,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,اگر عشقت به جای جان ندارم به زلف کافرت ایمان ندارم چو گفتی ننگ می داری ز عشقم غم عشق تو را پنهان ندارم تو می گفتی مکن در من نگاهی که من خون ها کنم تاوان ندارم من سرگشته چون فرمان نبردم از آن بر نیک و بد فرمان ندارم چو هر کس لطف می یابند از تو من بیچاره آخر جان ندارم,1510,0,0,0,0,2,0,0
54,12,1460,انسان واقعی در برابر ظلم سکوت نمی‌کند,گویند شاه عشق ندارد وفا دروغ گویند صبح نبود شام تو را دروغ گویند بهر عشق تو خود را چه می کشی بعد از فنای جسم نباشد بقا دروغ گویند اشک چشم تو در عشق بیهده ست چون چشم بسته گشت نباشد لقا دروغ گویند چون ز دور زمانه برون شدیم زان سو روان نباشد این جان ما دروغ گویند آن کسان که نرستند از خیال جمله خیال بد قصص انبیا دروغ گویند آن کسان که نرفتند راه راست ره نیست بنده را به جناب خدا دروغ گویند رازدان دل اسرار و راز غیب بی واسطه نگوید مر بنده را دروغ گویند بنده را نگشایند راز دل وز لطف بنده را نبرد بر سماع دروغ گویند آن کسی که بود در سرشت خاک با اهل آسمان نشود آشنا دروغ گویند جان پاک از این آشیان خاک با پر عشق برنپرد بر هوا دروغ گویند ذره ذره بد و نیک خلق را آن آفتاب حق نرساند جزا دروغ خاموش کن ز گفت وگر گویدت کسی جز حرف و صوت نیست سخن را ادا دروغ,1299,0,0,0,0,2,0,0
55,13,1609,باید بخشنده باشیم,اگر عشقت به جای جان ندارم به زلف کافرت ایمان ندارم چو گفتی ننگ می داری ز عشقم غم عشق تو را پنهان ندارم تو می گفتی مکن در من نگاهی که من خون ها کنم تاوان ندارم من سرگشته چون فرمان نبردم از آن بر نیک و بد فرمان ندارم چو هر کس لطف می یابند از تو من بیچاره آخر جان ندارم,1510,0,0,0,0,2,0,0
56,13,1648,باید بخشنده باشیم,از اصل چو حورزاد باشیم شاید که همیشه شاد باشیم ما داد طرب دهیم تا ما در عشق امیرداد باشیم چون عشق بنا نهاد ما را دانی که نکونهاد باشیم در عشق توام گشاد دیده چون عشق تو باگشاد باشیم ما را چو مراد بی مرادی است پس ما همه بر مراد باشیم چون بنده بندگان عشقیم کیخسرو و کیقباد باشیم چون یوسف آن عزیز مصریم هر چند که در مزاد باشیم بر چهره یوسفی حجابی است اندر پس پرده راد باشیم خود باد حجاب را رباید ما منتظران باد باشیم ما دل به صلاح دین سپردیم تا در دل او به یاد باشیم,1551,0,1,0,0,1,1,0
57,14,2797,باید حق‌جو وعدالت‌پیشه باشیم,خواهیم یارا کامشب نخسپی حق خدا را کامشب نخسپی چون سرو و سوسن تا روز روشن خوبیم و زیبا کامشب نخسپی یار موافق تا صبح صادق شاهی و مولا کامشب نخسپی ای ماه پاره همچون ستاره باشی به بالا کامشب نخسپی از حسن رویت و از لطف مویت خواهد ثریا کامشب نخسپی چون دید ما را مست تو یارا نالید سرنا کامشب نخسپی چون روز لالا دارد علالا کوری لالا کامشب نخسپی در جمع مستان با زیردستان بگریست صهبا کامشب نخسپی قومی ز خویشان گشته پریشان بهر تو تنها کامشب نخسپی,3132,0,0,0,0,2,0,0
58,15,2497,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,نه آتش های ما را ترجمانی نه اسرار دل ما را زبانی نه محرم درد ما را هیچ آهی نه همدم آه ما را هیچ جانی نه آن گوهر که از دریا برآمد نه آن دریا که آرامد زمانی نه آن معنی که زاید هیچ حرفی نه آن حرفی که آید در بیانی معانی را زبان چون ناودان است کجا دریا رود در ناودانی جهان جان که هر جزوش جهان است نگنجد در دهان هرگز جهانی,2721,1,0,0,0,1,1,0
59,16,1606,نباید از دیگران درخواست های متعدد داشت,همیشه من چنین مجنون نبودم ز عقل و عافیت بیرون نبودم چو تو عاقل بدم من نیز روزی چنین دیوانه و مفتون نبودم مثال دلبران صیاد بودم مثال دل میان خون نبودم در این بودم که این چون است و آن چون چنین حیران آن بی چون نبودم تو باری عاقلی بنشین بیندیش کز اول بوده ام اکنون نبودم همی جستم فزونی بر همه کس چو صید عشق روزافزون نبودم چو دود از حرص بالا می دویدم به معنی جز سوی هامون نبودم چو گنج از خاک بیرون اوفتادم که گنجی بودم و قارون نبودم,1506,0,0,0,0,2,0,0
60,17,2109,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,ای سنایی عاشقان را درد باید درد کو بار جور نیکوان را مرد باید مرد کو بار جور نیکوان از دی و فردا برتر است وانما جان کسی از دی و فردا فرد کو ور خیال آید تو را کز دی و فردا برتری برتری را کار و بار و ملک و بردابرد کو در میان هفت دریا دامن تو خشک کو در میان هفت دوزخ عنصر تو سرد کو این نداری خود ولیکن گر تو این را طالبی آه سرد و اشک گرم و چهره های زرد کو هر نفس بوی دل آید از صراط المستقیم تا نگویی عشق ره رو را که راه آورد کو گرد از آن دریا برآمد گرد جسم اولیاست تا نگویی قوم موسی را در این یم گرد کو,2199,0,0,0,0,2,0,0
61,17,2570,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,گر چه در مستی خسی را تو مراعاتی کنی و آنک نفی محض باشد گر چه اثباتی کنی آنک او رد دل است از بددرونی های خویش گر نفاقی پیشش آری یا که طاماتی کنی ور تو خود را از بد او کور و کر سازی دمی مدح سر زشت او یا ترک زلاتی کنی آن تکلف چند باشد آخر آن زشتی او بر سر آید تا تو بگریزی و هیهاتی کنی او به صحبت ها نشاید دور دارش ای حکیم جز که در رنجش قضاگو دفع حاجاتی کنی مر مناجات تو را با او نباشد همدم او جز برای حاجتش با حق مناجاتی کنی آن مراعات تو او را در غلط ها افکند پس ملازم گردد او وز غصه ویلاتی کنی آن طرب بگذشت او در پیش چون قولنج ماند تا گریزی از وثاق و یا که حیلاتی کنی آن کسی را باش کو در گاه رنج و خرمی هست همچون جنت و چون حور کش هاتی کنی از هواخواهان آن مخدوم شمس الدین بود شاید او را گر پرستی یا که چون لاتی کنی ور نه بگریز از دگر کس تا به تبریز صفا تا شوی مست از جمال و ذوق و حالاتی کنی,2808,1,1,0,0,0,2,0
