,model,input_text,output_data_source,input_vector,output_text,output_vector,k
689,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,غزلیات حافظ => 117,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",آن کس که به دست جام دارد سلطانی جم مدام دارد آبی که خضر حیات از او یافت در میکده جو که جام دارد سررشته جان به جام بگذار کاین رشته از او نظام دارد ما و می و زاهدان و تقوا تا یار سر کدام دارد بیرون ز لب تو ساقیا نیست در دور کسی که کام دارد نرگس همه شیوه‌های مستی از چشم خوشت به وام دارد ذکر رخ و زلف تو دلم را وردیست که صبح و شام دارد بر سینه ریش دردمندان لعلت نمکی تمام دارد در چاه ذقن چو حافظ ای جان حسن تو دو صد غلام دارد,"[[ 0.02559869 -0.0006691   0.00443658 ... -0.00024534  0.01812924
   0.06655569]]",2
691,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,غزلیات حافظ => 281,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",ببرد از من قرار و طاقت و هوش بت سنگین دل سیمین بناگوش نگاری چابکی شنگی کلهدار ظریفی مه وشی ترکی قباپوش ز تاب آتش سودای عشقش به سان دیگ دایم می‌زنم جوش چو پیراهن شوم آسوده خاطر گرش همچون قبا گیرم در آغوش اگر پوسیده گردد استخوانم نگردد مهرت از جانم فراموش دل و دینم دل و دینم ببرده‌ست بر و دوشش بر و دوشش بر و دوش دوای تو دوای توست حافظ لب نوشش لب نوشش لب نوش,"[[ 0.0078413  -0.00035896  0.00559414 ...  0.00728501  0.02270639
   0.04716621]]",4
690,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,غزلیات حافظ => 390,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",خوشتر از فکر می و جام چه خواهد بودن تا ببینم که سرانجام چه خواهد بودن غم دل چند توان خورد که ایام نماند گو نه دل باش و نه ایام چه خواهد بودن مرغ کم حوصله را گو غم خود خور که بر او رحم آن کس که نهد دام چه خواهد بودن باده خور غم مخور و پند مقلد منیوش اعتبار سخن عام چه خواهد بودن دست رنج تو همان به که شود صرف به کام دانی آخر که به ناکام چه خواهد بودن پیر میخانه همی‌خواند معمایی دوش از خط جام که فرجام چه خواهد بودن بردم از ره دل حافظ به دف و چنگ و غزل تا جزای من بدنام چه خواهد بودن,"[[ 0.02511111 -0.00017746  0.02567469 ...  0.02793137  0.03782301
   0.01885411]]",3
688,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,غزلیات حافظ => 69,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",مردم دیده ما جز به رخت ناظر نیست دل سرگشته ما غیر تو را ذاکر نیست اشکم احرام طواف حرمت می‌بندد گر چه از خون دل ریش دمی طاهر نیست بسته دام و قفس باد چو مرغ وحشی طایر سدره اگر در طلبت طایر نیست عاشق مفلس اگر قلب دلش کرد نثار مکنش عیب که بر نقد روان قادر نیست عاقبت دست بدان سرو بلندش برسد هر که را در طلبت همت او قاصر نیست از روان بخشی عیسی نزنم دم هرگز زان که در روح فزایی چو لبت ماهر نیست من که در آتش سودای تو آهی نزنم کی توان گفت که بر داغ دلم صابر نیست روز اول که سر زلف تو دیدم گفتم که پریشانی این سلسله را آخر نیست سر پیوند تو تنها نه دل حافظ راست کیست آن کش سر پیوند تو در خاطر نیست,"[[ 0.04717536 -0.00016636  0.00233834 ...  0.01568106  0.01500359
   0.06286163]]",1
891,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,غزلیات شمس => 1509,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",ای دم به دم مصور جان از درون تن نزدیکتر ز فکرت این نکته ها به من ز آینده و گذشته چرا یاد می کنم که لذت زمانی و هم قبله زمن جان حقایقی و خیالات دلربا و آن نقش های مه که نگنجد در این دهن,"[[ 0.01434034  0.00374538 -0.00279389 ...  0.01460608  0.00646699
   0.05627859]]",4
890,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,غزلیات شمس => 2158,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",ز کجا آمده ای می دانی ز میان حرم سبحانی یاد کن هیچ به یادت آید آن مقامات خوش روحانی پس فراموش شدستت آن ها لاجرم خیره و سرگردانی جان فروشی به یکی مشتی خاک این چه بیع است بدین ارزانی بازده خاک و بدان قیمت خود نی غلامی ملکی سلطانی جهت تو ز فلک آمده اند خوبرویان خوش پنهانی,"[[ 0.00884223  0.00176949 -0.00196003 ...  0.03025193  0.0141828
   0.02054211]]",3
889,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,غزلیات شمس => 411,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",یکی گولی همی خواهم که در دلبر نظر دارد نمی خواهم هنرمندی که دیده در هنر دارد دلی همچون صدف خواهم که در جان گیرد آن گوهر دل سنگین نمی خواهم که پندار گهر دارد ز خودبینی جدا گشته پر از عشق خدا گشته ز مالش های غم غافل به مالنده عبر دارد,"[[ 4.8845457e-03 -5.7281708e-05  6.9776754e-04 ...  3.6312346e-03
   8.1543317e-03  3.9101027e-02]]",2
888,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,غزلیات شمس => 917,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,"[[ 0.01294566 -0.00010738  0.00206375 ...  0.00247155  0.00896251
   0.02717413]]",1
91,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,نقل قول از نویسندگان انگلیسی زبان => 1026,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",Acts of Kindness A random act of kindness no matter how small can make a tremendous impact on someone else 's life,"[[ 1.2932896e-02 -5.4514465e-05 -6.8814484e-03 ...  2.5638222e-04
   2.7961185e-02  6.2692776e-02]]",4
90,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,نقل قول از نویسندگان انگلیسی زبان => 1487,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",Kindness is a language which the deaf can hear and the blind can see,"[[ 1.1688915e-02 -6.2456114e-05  4.7152084e-03 ...  1.2353374e-02
   1.4414589e-02  2.1393314e-02]]",3
88,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,نقل قول از نویسندگان انگلیسی زبان => 2049,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",Literature is a luxury fiction is a necessity,"[[ 0.00433387 -0.00018643  0.00273192 ...  0.00844512  0.0145435
   0.0405246 ]]",1
89,LASER,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,نقل قول از نویسندگان انگلیسی زبان => 502,"[[ 0.01119622 -0.00018184  0.00308245 ...  0.01036483  0.0017441
   0.04757289]]",It is a truth universally acknowledged that a single man in possession of a good fortune must be in want of a wife,"[[ 0.01552747 -0.00053893  0.0068844  ...  0.00650763  0.00813486
   0.02705158]]",2
228,LASER,انسان نباید فخر فروشی داشته باشد.,تک‌بیتی‌های فارسی => 126,"[[-8.5129269e-04  3.4700086e-06  9.1898453e-04 ... -1.0645051e-03
  -4.5216223e-04  4.9793399e-03]]",همیشه رود با خود میوه غلتان نخواهد داشت به دست آور اناری را که از دست تو خواهد رفت,"[[ 0.00503394  0.00092142  0.00308293 ...  0.00397163 -0.00157709
   0.02713666]]",5
224,LASER,انسان نباید فخر فروشی داشته باشد.,تک‌بیتی‌های فارسی => 231,"[[-8.5129269e-04  3.4700086e-06  9.1898453e-04 ... -1.0645051e-03
  -4.5216223e-04  4.9793399e-03]]",امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,"[[ 8.5017312e-04 -7.6358992e-05  9.4927120e-04 ...  6.9947471e-03
   1.7883271e-02  1.9532796e-02]]",1
229,LASER,انسان نباید فخر فروشی داشته باشد.,تک‌بیتی‌های فارسی => 262,"[[-8.5129269e-04  3.4700086e-06  9.1898453e-04 ... -1.0645051e-03
  -4.5216223e-04  4.9793399e-03]]",بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,[[0.00662867 0.00482374 0.01113161 ... 0.0141809  0.01343093 0.0246132 ]],6
226,LASER,انسان نباید فخر فروشی داشته باشد.,تک‌بیتی‌های فارسی => 270,"[[-8.5129269e-04  3.4700086e-06  9.1898453e-04 ... -1.0645051e-03
  -4.5216223e-04  4.9793399e-03]]",بی‌جوهران به تربیت آدم نمی‌شوند شبنم به بوی گل نتواند گلاب شد,"[[-8.7505410e-04 -9.3232389e-05  3.0337232e-03 ...  1.6363822e-03
   7.5952257e-03  3.5313074e-02]]",3
227,LASER,انسان نباید فخر فروشی داشته باشد.,تک‌بیتی‌های فارسی => 61,"[[-8.5129269e-04  3.4700086e-06  9.1898453e-04 ... -1.0645051e-03
  -4.5216223e-04  4.9793399e-03]]",آن را که جفا جوست نمی باید خواست سنگین دل و بد خوست نمی باید خواست,"[[ 5.1355793e-04 -7.0332375e-05 -1.2983156e-03 ...  4.1419417e-03
   2.0381098e-04  2.9705189e-02]]",4
225,LASER,انسان نباید فخر فروشی داشته باشد.,تک‌بیتی‌های فارسی => 89,"[[-8.5129269e-04  3.4700086e-06  9.1898453e-04 ... -1.0645051e-03
  -4.5216223e-04  4.9793399e-03]]",گر جام خالیت بدهد پیر می فروش بستان و دم مزن که تهی از اشاره نیست,[[0.00186091 0.03204472 0.00042773 ... 0.00720602 0.00453543 0.05184023]],2
508,LASER,انسان نباید فخر فروشی داشته باشد.,حکمت‌های نهج‌البلاغه => 146,"[[-8.5129269e-04  3.4700086e-06  9.1898453e-04 ... -1.0645051e-03
  -4.5216223e-04  4.9793399e-03]]",و قال ع لا طاعه لمخلوق فی معصیه الخالق ,"[[ 0.00653958  0.00933172 -0.00022413 ...  0.0089945   0.02687662
   0.02383462]]",1
509,LASER,انسان نباید فخر فروشی داشته باشد.,حکمت‌های نهج‌البلاغه => 329,"[[-8.5129269e-04  3.4700086e-06  9.1898453e-04 ... -1.0645051e-03
  -4.5216223e-04  4.9793399e-03]]",و قال ع لا تسال عما لا یکون ففی الذی قد کان لک شغل ,"[[ 0.00625455  0.01101062 -0.00098675 ...  0.00824241  0.0137066
   0.02755524]]",2
619,LASER,انسان نباید فخر فروشی داشته باشد.,غزلیات حافظ => 116,"[[-8.5129269e-04  3.4700086e-06  9.1898453e-04 ... -1.0645051e-03
  -4.5216223e-04  4.9793399e-03]]",دل ما به دور رویت ز چمن فراغ دارد که چو سرو پایبند است و چو لاله داغ دارد سر ما فرونیاید به کمان ابروی کس که درون گوشه گیران ز جهان فراغ دارد ز بنفشه تاب دارم که ز زلف او زند دم تو سیاه کم بها بین که چه در دماغ دارد به چمن خرام و بنگر بر تخت گل که لاله به ندیم شاه ماند که به کف ایاغ دارد شب ظلمت و بیابان به کجا توان رسیدن مگر آن که شمع رویت به رهم چراغ دارد من و شمع صبحگاهی سزد ار به هم بگرییم که بسوختیم و از ما بت ما فراغ دارد سزدم چو ابر بهمن که بر این چمن بگریم طرب آشیان بلبل بنگر که زاغ دارد سر درس عشق دارد دل دردمند حافظ که نه خاطر تماشا نه هوای باغ دارد,"[[ 0.01689164 -0.00044491  0.00684468 ...  0.00847599  0.01967557
   0.03649518]]",4
